pmid,title,year,journal,pubtypes,query_lanes,modules,priority,screening_decision,screening_reason,claim_extraction_candidate,pubmed_url
28491478,Rehabilitation Treatment and Progress of Traumatic Brain Injury Dysfunction.,2017,Neural plasticity,"Journal Article; Review; Research Support, Non-U.S. Gov't",guidelines_consensus_reviews; master_tms_not_animal_only,mechanisms; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28491478/
28489931,Cortical involvement in celiac disease before and after long-term gluten-free diet: A Transcranial Magnetic Stimulation study.,2017,PloS one,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28489931/
28487249,Combining tDCS with prismatic adaptation for non-invasive neuromodulation of the motor cortex.,2017,Neuropsychologia,Journal Article; Randomized Controlled Trial,master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/28487249/
28487135,Estrogen-enhanced apical and basolateral secretion of apolipoprotein B-100 by polarized trophoblast-derived BeWo cells.,2017,Biochimie,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28487135/
28485644,Impairment of triad conditioned facilitation in amyotrophic lateral sclerosis.,2017,Amyotrophic lateral sclerosis & frontotemporal degeneration,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28485644/
28484405,Management of Chronic Tinnitus and Insomnia with Repetitive Transcranial Magnetic Stimulation and Cognitive Behavioral Therapy - a Combined Approach.,2017,Frontiers in psychology,Journal Article,master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,patient_faq_adherence; state_factors; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28484405/
28479260,Cortical excitability changes: A mirror to the natural history of multiple sclerosis?,2017,Neurophysiologie clinique = Clinical neurophysiology,Editorial,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28479260/
28478575,(Lack of) Corticospinal facilitation in association with hand laterality judgments.,2017,Experimental brain research,Journal Article,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28478575/
28478241,Observing back pain provoking lifting actions modulates corticomotor excitability of the observer's primary motor cortex.,2017,Neuropsychologia,Journal Article,master_tms_not_animal_only; safety_side_effects_sensations,safety_side_effects,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28478241/
28477708,Impaired cholinergic transmission in patients with Parkinson's disease and olfactory dysfunction.,2017,Journal of the neurological sciences,Journal Article,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28477708/
28477688,Abnormal sensorimotor integration correlates with cognitive profile in vascular parkinsonism.,2017,Journal of the neurological sciences,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28477688/
28476496,A case of coenesthetic hallucinations treated with low-frequency repetitive transcranial magnetic stimulation.,2017,Brain stimulation,Letter,dosing_protocol_variants; master_tms_not_animal_only,protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28476496/
28476213,Reprint of ''Using neuroimaging to individualize TMS treatment for depression: Toward a new paradigm for imaging-guided intervention''.,2017,NeuroImage,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,mechanisms; patient_faq_adherence; technician_workflow; protocol_literacy; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28476213/
28473764,Paired Associative Stimulation Targeting the Tibialis Anterior Muscle using either Mono or Biphasic Transcranial Magnetic Stimulation.,2017,Frontiers in human neuroscience,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28473764/
28473647,Disruption of the Right Temporoparietal Junction Impairs Probabilistic Belief Updating.,2017,The Journal of neuroscience : the official journal of the Society for Neuroscience,"Journal Article; Research Support, Non-U.S. Gov't",fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28473647/
28471769,Post-Electroconvulsive Therapy Hyperthermia: Case Report.,2017,The journal of ECT,Case Reports; Letter,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28471769/
28471721,Comparison of treatment outcomes between 10 and 20 EEG electrode location system-guided and neuronavigation-guided repetitive transcranial magnetic stimulation in chronic tinnitus patients and target localization in the Asian brain.,2017,Acta oto-laryngologica,Clinical Trial; Comparative Study; Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; psychiatric_indications; technician_equipment_localization,technician_workflow; protocol_literacy; measurement_expansion,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/28471721/
28469204,Compromised neuroplasticity in cigarette smokers under nicotine withdrawal is restituted by the nicotinic α(4)β(2)-receptor partial agonist varenicline.,2017,Scientific reports,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28469204/
28468994,Spike-timing-dependent plasticity in lower-limb motoneurons after human spinal cord injury.,2017,Journal of neurophysiology,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28468994/
28464421,Low-frequency rTMS of the unaffected hemisphere in stroke patients: A systematic review.,2017,Acta neurologica Scandinavica,Journal Article; Systematic Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28464421/
28463818,High frequency somatosensory stimulation increases sensori-motor inhibition and leads to perceptual improvement in healthy subjects.,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28463818/
28463574,Temporal and spatial characteristics of post-silent period electromyographic bursting in low back muscles: comparison between persons with and without low back pain.,2017,The International journal of neuroscience,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations,mechanisms; safety_side_effects,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28463574/
28462882,First clinical use of epidural stimulation in catatonia.,2017,Brain stimulation,Letter,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28462882/
28461068,Coil optimisation for transcranial magnetic stimulation in realistic head geometry.,2017,Brain stimulation,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28461068/
28460314,Abnormal functional connectivity within resting-state networks is related to rTMS-based therapy effects of treatment resistant depression: A pilot study.,2017,Journal of affective disorders,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28460314/
28458140,"Resting state brain network function in major depression - Depression symptomatology, antidepressant treatment effects, future research.",2017,Journal of psychiatric research,Journal Article; Review,clinical_depression_protocols; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications,mechanisms; patient_faq_adherence; state_factors; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28458140/
28456870,Protocol for motor and language mapping by navigated TMS in patients and healthy volunteers; workshop report.,2017,Acta neurochirurgica,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28456870/
28456569,Neural correlates of cognitive control in gambling disorder: a systematic review of fMRI studies.,2017,Neuroscience and biobehavioral reviews,Journal Article; Systematic Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28456569/
28456325,Extending the parameter range for tDCS: Safety and tolerability of 4 mA stimulation.,2017,Brain stimulation,Editorial; Comment,master_tms_not_animal_only; patient_experience_adherence_state; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/28456325/
28455814,Adaptations in corticospinal excitability and inhibition are not spatially confined to the agonist muscle following strength training.,2017,European journal of applied physiology,Journal Article; Randomized Controlled Trial,master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/28455814/
28455452,Corticospinal excitability to the biceps brachii and its relationship to postactivation potentiation of the elbow flexors.,2017,Physiological reports,Journal Article,dosing_protocol_variants; master_tms_not_animal_only,protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28455452/
28455363,What is the physiological time to recovery after concussion? A systematic review.,2017,British journal of sports medicine,Journal Article; Systematic Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only,measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28455363/
28454821,"Attentional processes, not implicit mentalizing, mediate performance in a perspective-taking task: Evidence from stimulation of the temporoparietal junction.",2017,NeuroImage,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28454821/
28454819,Causal role of the posterior parietal cortex for two-digit mental subtraction and addition: A repetitive TMS study.,2017,NeuroImage,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28454819/
28453996,Broca's region: A causal role in implicit processing of grammars with crossed non-adjacent dependencies.,2017,Cognition,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only,measurement_expansion,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28453996/
28449572,Early Augmentation Response with Low-frequency Repetitive Transcranial Magnetic Stimulation in Treatment Resistant Depression.,2017,Clinical psychopharmacology and neuroscience : the official scientific journal of the Korean College of Neuropsychopharmacology,Letter,dosing_protocol_variants; master_tms_not_animal_only; psychiatric_indications,protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28449572/
28446949,Reliability of Motor Evoked Potentials Induced by Transcranial Magnetic Stimulation: The Effects of Initial Motor Evoked Potentials Removal.,2017,Basic and clinical neuroscience,Journal Article,master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28446949/
28446579,Modulation of long-latency afferent inhibition by the amplitude of sensory afferent volley.,2017,Journal of neurophysiology,"Journal Article; Research Support, Non-U.S. Gov't",guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28446579/
28445181,Two Versus One High-Frequency Repetitive Transcranial Magnetic Stimulation Session per Day for Treatment-Resistant Depression: A Randomized Sham-Controlled Trial. Response to Andrade and Colleagues.,2017,The journal of ECT,Letter; Comment,clinical_depression_protocols; dosing_protocol_variants; master_tms_not_animal_only; psychiatric_indications,protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/28445181/
28444832,Real-time activation of central cholinergic circuits during recognition memory.,2017,The European journal of neuroscience,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28444832/
28443696,The development and modelling of devices and paradigms for transcranial magnetic stimulation.,2017,"International review of psychiatry (Abingdon, England)","Journal Article; Review; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Intramural",fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28443696/
28442422,Effects of low frequency rTMS treatment on brain networks for inner speech in patients with schizophrenia and auditory verbal hallucinations.,2017,Progress in neuro-psychopharmacology & biological psychiatry,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/28442422/
28441583,Randomized controlled trial of repetitive transcranial magnetic stimulation combined with paroxetine for the treatment of patients with first-episode major depressive disorder.,2017,Psychiatry research,Journal Article; Randomized Controlled Trial,clinical_depression_protocols; dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,patient_faq_adherence; state_factors; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/28441583/
28438545,No modulatory effects by tSMS when delivered during a cognitive task.,2017,Brain stimulation,"Letter; Research Support, Non-U.S. Gov't; Comment",master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28438545/
28438543,Modulation of motor cortex excitability predicts antidepressant response to prefrontal cortex repetitive transcranial magnetic stimulation.,2017,Brain stimulation,Journal Article; Observational Study,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28438543/
28436181,Cortical hyperexcitability and disease spread in amyotrophic lateral sclerosis.,2017,European journal of neurology,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28436181/
28435045,Current direction-dependent modulation of human hand motor function by intermittent theta burst stimulation (iTBS).,2017,Neuroscience letters,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only,mechanisms; protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28435045/
28435044,Expertise-dependent motor somatotopy of music perception.,2017,Neuroscience letters,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28435044/
28434551,"Neuromuscular fatigue during exercise: Methodological considerations, etiology and potential role in chronic fatigue.",2017,Neurophysiologie clinique = Clinical neurophysiology,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28434551/
28433830,Spasticity Management: The Current State of Transcranial Neuromodulation.,2017,"PM & R : the journal of injury, function, and rehabilitation",Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only,protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28433830/
28431323,Transcranial magnetic stimulation in developmental stuttering: Relations with previous neurophysiological research and future perspectives.,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,"Journal Article; Review; Research Support, Non-U.S. Gov't",fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28431323/
28431286,Age-related changes in corticospinal excitability and intracortical inhibition after upper extremity motor learning: a systematic review and meta-analysis.,2017,Neurobiology of aging,Journal Article; Meta-Analysis; Systematic Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28431286/
28430976,Acute and Chronic Noradrenergic Effects on Cortical Excitability in Healthy Humans.,2017,The international journal of neuropsychopharmacology,Journal Article; Randomized Controlled Trial,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/28430976/
28430974,Using transcranial magnetic stimulation of the undamaged brain to identify lesion sites that predict language outcome after stroke.,2017,Brain : a journal of neurology,Journal Article,master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28430974/
28428769,Individualized Repetitive Transcranial Magnetic Stimulation Treatment in Chronic Tinnitus?,2017,Frontiers in neurology,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; psychiatric_indications; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28428769/
28427894,In vivo evaluation of central cholinergic circuits in Parkinson's disease using transcranial magnetic stimulation.,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,Editorial; Comment,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28427894/
28427472,Optimising conservative management of chronic low back pain: study protocol for a randomised controlled trial.,2017,Trials,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28427472/
28427299,Effects of low-frequency repetitive transcranial magnetic stimulation on upper extremity motor recovery and functional outcomes in chronic stroke patients: A randomized controlled trial.,2017,Somatosensory & motor research,Journal Article; Randomized Controlled Trial,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/28427299/
28426927,"Severe, Drug-Resistant OCD Successfully Treated With rTMS and Concomitant Multidisciplinary Psychotherapy: It's Not Only About the Coil.",2017,The primary care companion for CNS disorders,Case Reports; Letter,master_tms_not_animal_only; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28426927/
28426872,Importance and Difficulties of Pursuing rTMS Research in Acute Stroke.,2017,Physical therapy,"Journal Article; Research Support, N.I.H., Extramural",master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28426872/
28424294,GABA and primary motor cortex inhibition in young and older adults: a multimodal reliability study.,2017,Journal of neurophysiology,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only,protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28424294/
28420970,Single-Session Anodal tDCS with Small-Size Stimulating Electrodes Over Frontoparietal Superficial Sites Does Not Affect Motor Sequence Learning.,2017,Frontiers in human neuroscience,Journal Article,master_tms_not_animal_only; technician_equipment_localization,technician_workflow,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/28420970/
28420271,Imaging TMS: antidepressant mechanisms and treatment optimization.,2017,"International review of psychiatry (Abingdon, England)","Journal Article; Review; Research Support, Non-U.S. Gov't",clinical_depression_protocols; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28420271/
28419623,Cognitive component of psychomotor retardation in unipolar and bipolar depression: Is verbal fluency a relevant marker? Impact of repetitive transcranial stimulation.,2017,Psychiatry and clinical neurosciences,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications,mechanisms; protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28419623/
28416063,[Repetitive transcranial magnetic stimulation treatment for post-traumatic stress disorder].,2017,Ugeskrift for laeger,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications,protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28416063/
28415897,"Electric field-navigated transcranial magnetic stimulation for chronic tinnitus: a randomized, placebo-controlled study.",2017,International journal of audiology,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/28415897/
28413944,The Assessment of Motor Fatigability in Persons With Multiple Sclerosis: A Systematic Review.,2017,Neurorehabilitation and neural repair,Journal Article; Systematic Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28413944/
28413707,Disrupting dorsolateral prefrontal cortex by rTMS reduces the P300 based marker of deception.,2017,Brain and behavior,"Journal Article; Research Support, Non-U.S. Gov't",fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only,measurement_expansion,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28413707/
28411487,"The relationship of corticospinal excitability with pain, motor performance and disability in subjects with chronic wrist/hand pain.",2017,Journal of electromyography and kinesiology : official journal of the International Society of Electrophysiological Kinesiology,Journal Article,master_tms_not_animal_only; safety_side_effects_sensations,safety_side_effects,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28411487/
28410884,The effect of transcranial direct current stimulation on motor sequence learning and upper limb function after stroke.,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; technician_equipment_localization,technician_workflow,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/28410884/
28410876,The treatment of fatigue by non-invasive brain stimulation.,2017,Neurophysiologie clinique = Clinical neurophysiology,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28410876/
28410525,High frequency repetitive transcranial magnetic stimulation of the left dorsolateral prefrontal cortex for methamphetamine use disorders: A randomised clinical trial.,2017,Drug and alcohol dependence,Journal Article; Randomized Controlled Trial,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/28410525/
