pmid,title,year,pubdate,epubdate,journal,source_abbrev,volume,issue,pages,doi,pmc,authors,author_count,last_author,pubtypes,is_review,is_guideline,is_meta_analysis,is_clinical_trial,is_randomized_trial,query_lanes,pubmed_url
33156540,"Adverse events of repetitive transcranial magnetic stimulation in older adults with depression, a systematic review of the literature.",2021,2021 Mar,2020 Nov 6,International journal of geriatric psychiatry,Int J Geriatr Psychiatry,36,3,383-392,10.1002/gps.5440,PMC7894543,Overvliet GM; Jansen RAC; van Balkom AJLM; van Campen DC; Oudega ML; van der Werf YD; van Exel E; van den Heuvel OA; Dols A,9,Dols A,Journal Article; Systematic Review,True,False,False,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/33156540/
33152506,Primary motor cortex in Parkinson's disease: Functional changes and opportunities for neurostimulation.,2021,2021 Jan,2020 Nov 3,Neurobiology of disease,Neurobiol Dis,147,,105159,10.1016/j.nbd.2020.105159,,Underwood CF; Parr-Brownlie LC,2,Parr-Brownlie LC,"Journal Article; Research Support, Non-U.S. Gov't; Review",True,False,False,False,False,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/33152506/
33115936,Cognitive effects and acceptability of non-invasive brain stimulation on Alzheimer's disease and mild cognitive impairment: a component network meta-analysis.,2021,2021 Feb,2020 Oct 28,"Journal of neurology, neurosurgery, and psychiatry",J Neurol Neurosurg Psychiatry,92,2,195-203,10.1136/jnnp-2020-323870,PMC7841477,Chu CS; Li CT; Brunoni AR; Yang FC; Tseng PT; Tu YK; Stubbs B; Carvalho AF; Thompson T; Rajji TK; Yeh TC; Tsai CK,18,Liang CS,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't; Network Meta-Analysis",False,False,True,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; patient_experience_adherence_state; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/33115936/
33111776,Appraising the effectiveness of electrical and magnetic brain stimulation techniques in acute major depressive episodes: an umbrella review of meta-analyses of randomized controlled trials.,2021,2021 Sep-Oct,,"Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)",Braz J Psychiatry,43,5,514-524,10.1590/1516-4446-2020-1169,PMC8555652,Razza LB; Afonso Dos Santos L; Borrione L; Bellini H; Branco LC; Cretaz E; Duarte D; Ferrão Y; Galhardoni R; Quevedo J; Simis M; Fregni F,19,Brunoni AR,Journal Article; Systematic Review,True,False,False,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/33111776/
33096158,fMRI and transcranial electrical stimulation (tES): A systematic review of parameter space and outcomes.,2021,2021 Apr 20,2020 Oct 21,Progress in neuro-psychopharmacology & biological psychiatry,Prog Neuropsychopharmacol Biol Psychiatry,107,,110149,10.1016/j.pnpbp.2020.110149,,Ghobadi-Azbari P; Jamil A; Yavari F; Esmaeilpour Z; Malmir N; Mahdavifar-Khayati R; Soleimani G; Cha YH; Shereen AD; Nitsche MA; Bikson M; Ekhtiari H,12,Ekhtiari H,Journal Article; Systematic Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/33096158/
33095690,Transcranial Magnetic Stimulation and the Understanding of Behavior.,2021,2021 Jan 4,2020 Oct 23,Annual review of psychology,Annu Rev Psychol,72,,97-121,10.1146/annurev-psych-081120-013144,,Pitcher D; Parkin B; Walsh V,3,Walsh V,Journal Article; Review,True,False,False,False,False,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/33095690/
33074144,The efficacy of repetitive transcranial magnetic stimulation (rTMS) for bipolar depression: A systematic review and meta-analysis.,2021,2021 Jan 15,2020 Oct 8,Journal of affective disorders,J Affect Disord,279,,250-255,10.1016/j.jad.2020.10.013,,Nguyen TD; Hieronymus F; Lorentzen R; McGirr A; Østergaard SD,5,Østergaard SD,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",True,False,True,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/33074144/
33059054,Probing rapid network reorganization of motor and language functions via neuromodulation and neuroimaging.,2021,2021 Jan 1,2020 Oct 12,NeuroImage,Neuroimage,224,,117449,10.1016/j.neuroimage.2020.117449,,Hartwigsen G; Volz LJ,2,Volz LJ,"Journal Article; Research Support, Non-U.S. Gov't; Review",True,False,False,False,False,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/33059054/
33049290,Management of unfavorable outcome after mild traumatic brain injury: Review of physical and cognitive rehabilitation and of psychological care in post-concussive syndrome.,2021,2021 May,2020 Oct 10,Neuro-Chirurgie,Neurochirurgie,67,3,283-289,10.1016/j.neuchi.2020.09.001,,Heslot C; Cogné M; Guillouët E; Perdrieau V; Lefevre-Dognin C; Glize B; Bonan I; Azouvi P,8,Azouvi P,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/33049290/
33017643,"Non-invasive brain stimulation for Parkinson's disease: Clinical evidence, latest concepts and future goals: A systematic review.",2021,2021 Jan 1,2020 Oct 2,Journal of neuroscience methods,J Neurosci Methods,347,,108957,10.1016/j.jneumeth.2020.108957,,Madrid J; Benninger DH,2,Benninger DH,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/33017643/
33011525,Repetitive Transcranial Magnetic Stimulation (rTMS) for the Treatment of Depression in Adolescence: A Systematic Review.,2021,2021 Jan 1,2020 Sep 15,Journal of affective disorders,J Affect Disord,278,,460-469,10.1016/j.jad.2020.09.058,,Hett D; Rogers J; Humpston C; Marwaha S,4,Marwaha S,Journal Article; Systematic Review,True,False,False,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/33011525/
33009990,"Comparing navigated transcranial magnetic stimulation mapping and ""gold standard"" direct cortical stimulation mapping in neurosurgery: a systematic review.",2021,2021 Aug,2020 Oct 3,Neurosurgical review,Neurosurg Rev,44,4,1903-1920,10.1007/s10143-020-01397-x,PMC8338816,Jeltema HR; Ohlerth AK; de Wit A; Wagemakers M; Rofes A; Bastiaanse R; Drost G,7,Drost G,Comparative Study; Journal Article; Systematic Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/33009990/
33009906,Noninvasive brain stimulation in children and adults with attention-deficit/hyperactivity disorder: a systematic review and meta-analysis.,2021,2021 Jan 4,2021 Jan 4,Journal of psychiatry & neuroscience : JPN,J Psychiatry Neurosci,46,1,E14-E33,10.1503/jpn.190179,PMC7955851,Westwood SJ; Radua J; Rubia K,3,Rubia K,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",True,False,True,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/33009906/
33002507,Peripheral stimulation affects subthreshold Triple Stimulation Technique.,2021,2021 Jan 1,2020 Sep 28,Journal of neuroscience methods,J Neurosci Methods,347,,108959,10.1016/j.jneumeth.2020.108959,,Caranzano L; Stephan MA; Bedulli M; Herrmann FR; Benninger DH,5,Benninger DH,"Journal Article; Research Support, Non-U.S. Gov't; Review",True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/33002507/
32992227,The effects of non-invasive brain stimulation on sleep disturbances among different neurological and neuropsychiatric conditions: A systematic review.,2021,2021 Feb,2020 Sep 14,Sleep medicine reviews,Sleep Med Rev,55,,101381,10.1016/j.smrv.2020.101381,,Herrero Babiloni A; Bellemare A; Beetz G; Vinet SA; Martel MO; Lavigne GJ; De Beaumont L,7,De Beaumont L,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/32992227/
32991762,Cortical neurophysiology of primary isolated dystonia and non-dystonic adults: A meta-analysis.,2021,2021 Feb,2020 Oct 27,The European journal of neuroscience,Eur J Neurosci,53,4,1300-1323,10.1111/ejn.14987,,McCambridge AB; Bradnam LV,2,Bradnam LV,Journal Article; Meta-Analysis; Systematic Review,True,False,True,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/32991762/
32991354,Neglect syndrome in post-stroke conditions: assessment and treatment (scoping review).,2021,2021 Mar 1,,International journal of rehabilitation research. Internationale Zeitschrift fur Rehabilitationsforschung. Revue internationale de recherches de readaptation,Int J Rehabil Res,44,1,3-14,10.1097/MRR.0000000000000438,,Tavaszi I; Nagy AS; Szabo G; Fazekas G,4,Fazekas G,Journal Article; Scoping Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/32991354/
32987305,Non-invasive brain stimulation targets and approaches to modulate gambling-related decisions: A systematic review.,2021,2021 Jan,2020 Sep 13,Addictive behaviors,Addict Behav,112,,106657,10.1016/j.addbeh.2020.106657,,Pettorruso M; Miuli A; Di Natale C; Montemitro C; Zoratto F; De Risio L; d'Andrea G; Dannon PN; Martinotti G; di Giannantonio M,10,di Giannantonio M,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/32987305/
32918254,Non-Invasive Brain Stimulation Does Not Improve Working Memory in Schizophrenia: A Meta-Analysis of Randomised Controlled Trials.,2021,2021 Mar,2020 Sep 12,Neuropsychology review,Neuropsychol Rev,31,1,115-138,10.1007/s11065-020-09454-4,,Sloan NP; Byrne LK; Enticott PG; Lum JAG,4,Lum JAG,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't",False,False,True,False,False,guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/32918254/
32859766,Therapeutic potential of neuromodulation for demyelinating diseases.,2021,2021 Feb,,Neural regeneration research,Neural Regen Res,16,2,214-217,10.4103/1673-5374.290876,PMC7896214,Choi EH; Nwakalor C; Brown NJ; Lee J; Oh MY; Yang IH,6,Yang IH,Journal Article; Review,True,False,False,False,False,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/32859766/
32830052,The effect of repetitive transcranial magnetic stimulation for insomnia: a systematic review and meta-analysis.,2021,2021 Jan,2020 May 22,Sleep medicine,Sleep Med,77,,226-237,10.1016/j.sleep.2020.05.020,,Sun N; He Y; Wang Z; Zou W; Liu X,5,Liu X,Journal Article; Meta-Analysis; Systematic Review,True,False,True,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/32830052/
32800379,Using Brain Imaging to Improve Spatial Targeting of Transcranial Magnetic Stimulation for Depression.,2021,2021 Nov 15,2020 Jun 7,Biological psychiatry,Biol Psychiatry,90,10,689-700,10.1016/j.biopsych.2020.05.033,,Cash RFH; Weigand A; Zalesky A; Siddiqi SH; Downar J; Fitzgerald PB; Fox MD,7,Fox MD,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",True,False,False,False,False,clinical_depression_protocols; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/32800379/
32772334,Placebo effect of rTMS on post-stroke motor rehabilitation: a meta-analysis.,2021,2021 Aug,2020 Aug 8,Acta neurologica Belgica,Acta Neurol Belg,121,4,993-999,10.1007/s13760-020-01460-w,,Jin Y; Pu T; Guo Z; Jiang B; Mu Q,5,Mu Q,Journal Article; Meta-Analysis,False,False,True,False,False,guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/32772334/
32719969,Changes in functional connectivity after theta-burst transcranial magnetic stimulation for post-traumatic stress disorder: a machine-learning study.,2021,2021 Feb,2020 Jul 27,European archives of psychiatry and clinical neuroscience,Eur Arch Psychiatry Clin Neurosci,271,1,29-37,10.1007/s00406-020-01172-5,PMC7867551,Zandvakili A; Swearingen HR; Philip NS,3,Philip NS,Journal Article; Randomized Controlled Trial,False,False,False,False,True,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/32719969/
32707098,How does anterior cruciate ligament reconstruction affect the functioning of the brain and spinal cord? A systematic review with meta-analysis.,2021,2021 Mar,2020 Jul 21,Journal of sport and health science,J Sport Health Sci,10,2,172-181,10.1016/j.jshs.2020.07.005,PMC7987657,Rodriguez KM; Palmieri-Smith RM; Krishnan C,3,Krishnan C,"Journal Article; Meta-Analysis; Research Support, N.I.H., Extramural; Systematic Review",True,False,True,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/32707098/
32657212,Left handedness and response to repetitive transcranial magnetic stimulation in major depressive disorder.,2021,2021 Apr,2020 Jul 27,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,World J Biol Psychiatry,22,4,310-314,10.1080/15622975.2020.1795255,,Fitzgerald PB; Hoy KE; Daskalakis ZJ,3,Daskalakis ZJ,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't",False,False,True,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/32657212/
32654060,Repetitive transcranial magnetic stimulation as an alternative therapy for stroke with spasticity: a systematic review and meta-analysis.,2021,2021 Nov,2020 Jul 11,Journal of neurology,J Neurol,268,11,4013-4022,10.1007/s00415-020-10058-4,,Xu P; Huang Y; Wang J; An X; Zhang T; Li Y; Zhang J; Wang B,8,Wang B,Journal Article; Meta-Analysis; Systematic Review,True,False,True,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/32654060/
32654058,Dysphagia in Lateral Medullary Syndrome: A Narrative Review.,2021,2021 Jun,2020 Jul 11,Dysphagia,Dysphagia,36,3,329-338,10.1007/s00455-020-10158-3,,Jang SH; Kim MS,2,Kim MS,"Journal Article; Research Support, Non-U.S. Gov't; Review",True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/32654058/
32627930,Neuromuscular responses to fatiguing locomotor exercise.,2021,2021 Feb,2020 Jul 17,"Acta physiologica (Oxford, England)",Acta Physiol (Oxf),231,2,e13533,10.1111/apha.13533,,Brownstein CG; Millet GY; Thomas K,3,Thomas K,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/32627930/
32607869,State-of-the-art imaging for glioma surgery.,2021,2021 Jun,2020 Jun 30,Neurosurgical review,Neurosurg Rev,44,3,1331-1343,10.1007/s10143-020-01337-9,PMC8121714,Verburg N; de Witt Hamer PC,2,de Witt Hamer PC,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/32607869/
32485190,Effects of repetitive transcranial magnetic stimulation on suicidal behavior: A systematic review.,2021,2021 Mar 8,2020 May 30,Progress in neuro-psychopharmacology & biological psychiatry,Prog Neuropsychopharmacol Biol Psychiatry,105,,109981,10.1016/j.pnpbp.2020.109981,,Serafini G; Canepa G; Aguglia A; Amerio A; Bianchi D; Magnani L; Dell'Osso B; Pompili M; Fitzgerald PB; Amore M,10,Amore M,Journal Article; Systematic Review,True,False,False,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/32485190/
32253965,Non-pharmacological treatment for Parkinson disease patients with depression: a meta-analysis of repetitive transcranial magnetic stimulation and cognitive-behavioral treatment.,2021,2021 Apr,2020 Apr 7,The International journal of neuroscience,Int J Neurosci,131,4,411-424,10.1080/00207454.2020.1744591,,Chen J; He P; Zhang Y; Gao Y; Qiu Y; Li Y; Zhang Q; Wang L; Huang Z; Zhao J; Nie K; Wang L,12,Wang L,Journal Article; Meta-Analysis,False,False,True,False,False,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/32253965/
32238043,Non-invasive brain intervention techniques used in patients with disorders of consciousness.,2021,2021 Apr,2020 Apr 2,The International journal of neuroscience,Int J Neurosci,131,4,390-404,10.1080/00207454.2020.1744598,,Shou Z; Li Z; Wang X; Chen M; Bai Y; Di H,6,Di H,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/32238043/
32194004,The Role of Primary Motor Cortex: More Than Movement Execution.,2021,2021,2020 Mar 20,Journal of motor behavior,J Mot Behav,53,2,258-274,10.1080/00222895.2020.1738992,,Bhattacharjee S; Kashyap R; Abualait T; Annabel Chen SH; Yoo WK; Bashir S,6,Bashir S,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/32194004/
32141226,Effect of non-pharmacological interventions on source memory processes in the early course of psychosis: A systematic review.,2021,2021 Apr,2020 Mar 5,Early intervention in psychiatry,Early Interv Psychiatry,15,2,219-233,10.1111/eip.12951,,Lajoie MP; Gilbert E; Rouleau N,3,Rouleau N,Journal Article; Systematic Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/32141226/
31996994,"Current clinical practice of electroconvulsive therapy and repetitive transcranial magnetic stimulation in psychiatry, a German sample.",2021,2021 Feb,2020 Jan 29,European archives of psychiatry and clinical neuroscience,Eur Arch Psychiatry Clin Neurosci,271,1,181-190,10.1007/s00406-020-01099-x,PMC8179911,Timäus C; Vogelgsang J; Kis B; Radenbach K; Wolff-Menzler C; Mavridou K; Gyßer S; Hessmann P; Wiltfang J,9,Wiltfang J,Journal Article,False,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/31996994/
31880207,The use of repetitive transcranial magnetic stimulation (rTMS) following traumatic brain injury (TBI): A scoping review.,2021,2021 Apr,2019 Dec 27,Neuropsychological rehabilitation,Neuropsychol Rehabil,31,3,479-505,10.1080/09602011.2019.1706585,,Pink AE; Williams C; Alderman N; Stoffels M,4,Stoffels M,Journal Article; Scoping Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/31880207/
31285123,Application of transcranial magnetic stimulation for major depression: Coil design and neuroanatomical variability considerations.,2021,2021 Apr,2019 Jul 5,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Eur Neuropsychopharmacol,45,,73-88,10.1016/j.euroneuro.2019.06.009,,Zibman S; Pell GS; Barnea-Ygael N; Roth Y; Zangen A,5,Zangen A,Journal Article; Review,True,False,False,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/31285123/
29305060,Does ipsilateral corticospinal excitability play a decisive role in the cross-education effect caused by unilateral resistance training? A systematic review.,2021,2021 May,2018 Jan 2,Neurologia,Neurologia (Engl Ed),36,4,285-297,10.1016/j.nrl.2017.09.015,,Colomer-Poveda D; Romero-Arenas S; Hortobagyi T; Márquez G,4,Márquez G,Journal Article; Systematic Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/29305060/
39006901,Diagnosis and treatment depression in schizophrenia.,2020,2020 Dec 4,2020 Dec 4,Consortium psychiatricum,Consort Psychiatr,1,2,29-42,10.17650/2712-7672-2020-1-2-29-42,PMC11240135,Mosolov SN,1,Mosolov SN,Journal Article; Review,True,False,False,False,False,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/39006901/
35866094,A Systematic Review and Meta-analysis of Randomized Controlled Trials on the Effect of Transcranial Magnetic Stimulation on Tinnitus Management.,2020,2020,2020 Mar 31,Central Asian journal of global health,Cent Asian J Glob Health,9,1,e356,10.5195/cajgh.2020.356,PMC9295851,Galal S; Ismail N; Niel G,3,Niel G,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/35866094/
34161058,,2020,2020 Nov 27,,,,,,,,,,0,,Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/34161058/
33688123,The Role of Repetitive Transcranial Magnetic Stimulation for Enhancing the Quality of Life in Parkinson's Disease: A Systematic Review.,2020,2020 Nov-Dec,2020 May 21,Annals of Indian Academy of Neurology,Ann Indian Acad Neurol,23,6,755-759,10.4103/aian.AIAN_70_20,PMC7900726,Nehra A; Sharma PS; Narain A; Kumar A; Bajpai S; Rajan R; Kumar N; Goyal V; Srivastava AK,9,Srivastava AK,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/33688123/
33502837,,2020,2020 Dec,,,,,,,,,Anderson J; Parr NJ; Vela K,3,Vela K,Review,True,False,False,False,False,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/33502837/
33489647,Change in motor cortex activation for muscle release by motor learning.,2020,2020,2020 Dec 4,Physical therapy research,Phys Ther Res,23,2,106-112,10.1298/ptr.R0010,PMC7814200,Sugawara K,1,Sugawara K,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,https://pubmed.ncbi.nlm.nih.gov/33489647/
33444285,Motor potential evoked by transcranial magnetic stimulation depends on the placement protocol of recording electrodes: a pilot study.,2020,2020 Jun 12,2020 Jun 12,Biomedical physics & engineering express,Biomed Phys Eng Express,6,4,047003,10.1088/2057-1976/ab950a,,Garcia MAC; Souza VH; Lindolfo-Almas J; Matsuda RH; Nogueira-Campos AA,5,Nogueira-Campos AA,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/33444285/
33400450,,2020,2020 Aug,,,,,,,,,O’Neil ME; Carlson KF; Holmer HK; Ayers CK; Morasco BJ; Kansagara D; Kondo K,7,Kondo K,Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/33400450/
33344066,Neuromodulation in post-stroke aphasia treatment.,2020,2020 Jun,2020 Feb 22,Current physical medicine and rehabilitation reports,Curr Phys Med Rehabil Rep,8,2,44-56,10.1007/s40141-020-00257-5,PMC7748105,Breining BL; Sebastian R,2,Sebastian R,Journal Article,False,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/33344066/
33328932,Individualized Responses to Ipsilesional High-Frequency and Contralesional Low-Frequency rTMS in Chronic Stroke: A Pilot Study to Support the Individualization of Neuromodulation for Rehabilitation.,2020,2020,2020 Nov 19,Frontiers in human neuroscience,Front Hum Neurosci,14,,578127,10.3389/fnhum.2020.578127,PMC7717949,Kindred JH; Wonsetler EC; Charalambous CC; Srivastava S; Marebwa BK; Bonilha L; Kautz SA; Bowden MG,8,Bowden MG,Journal Article,False,False,False,False,False,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/33328932/
33328843,Non-invasive Brain and Spinal Stimulation for Pain and Related Symptoms in Multiple Sclerosis: A Systematic Review.,2020,2020,2020 Nov 20,Frontiers in neuroscience,Front Neurosci,14,,547069,10.3389/fnins.2020.547069,PMC7715002,Zucchella C; Mantovani E; De Icco R; Tassorelli C; Sandrini G; Tamburin S,6,Tamburin S,Systematic Review; Journal Article,True,False,False,False,False,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/33328843/
33326063,Noninvasive Neuromodulation in Migraine.,2020,2020 Dec 16,2020 Dec 16,Current pain and headache reports,Curr Pain Headache Rep,24,12,78,10.1007/s11916-020-00914-3,,Blech B; Starling AJ,2,Starling AJ,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/33326063/
