pmid,title,year,pubdate,epubdate,journal,source_abbrev,volume,issue,pages,doi,pmc,authors,author_count,last_author,pubtypes,is_review,is_guideline,is_meta_analysis,is_clinical_trial,is_randomized_trial,query_lanes,pubmed_url
30288122,Number of radiotherapy treatment machines in the population and cancer mortality: an ecological study.,2018,2018,2018 Sep 21,Clinical epidemiology,Clin Epidemiol,10,,1249-1273,10.2147/CLEP.S156764,PMC6163015,Medenwald D; Vordermark D; Dietzel CT,3,Dietzel CT,Journal Article,False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/30288122/
30287868,Continuous theta-burst stimulation over the dorsolateral prefrontal cortex inhibits improvement on a working memory task.,2018,2018 Oct 4,2018 Oct 4,Scientific reports,Sci Rep,8,1,14835,10.1038/s41598-018-33187-3,PMC6172210,Vékony T; Németh VL; Holczer A; Kocsis K; Kincses ZT; Vécsei L; Must A,7,Must A,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30287868/
30286960,Nonsurgical Treatment Options for Upper Limb Spasticity.,2018,2018 Nov,2018 Aug 18,Hand clinics,Hand Clin,34,4,455-464,10.1016/j.hcl.2018.06.003,,Black L; Gaebler-Spira D,2,Gaebler-Spira D,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state,https://pubmed.ncbi.nlm.nih.gov/30286960/
30286253,Corticospinal excitability during shortening and lengthening actions with incremental torque output.,2018,2018 Dec,2018 Oct 16,Experimental physiology,Exp Physiol,103,12,1586-1592,10.1113/EP087347,,Škarabot J; Tallent J; Goodall S; Durbaba R; Howatson G,5,Howatson G,Journal Article,False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/30286253/
30285787,Non-orthogonal one-step calibration method for robotized transcranial magnetic stimulation.,2018,2018 Oct 1,2018 Oct 1,Biomedical engineering online,Biomed Eng Online,17,1,137,10.1186/s12938-018-0570-9,PMC6167805,Wang H; Jin J; Wang X; Li Y; Liu Z; Yin T,6,Yin T,Journal Article,False,False,False,False,False,master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30285787/
30284506,Intervention-Induced Motor Cortex Plasticity in Hemiparetic Children With Perinatal Stroke.,2018,2018 Nov,2018 Oct 4,Neurorehabilitation and neural repair,Neurorehabil Neural Repair,32,11,941-952,10.1177/1545968318801546,,Kuo HC; Zewdie E; Ciechanski P; Damji O; Kirton A,5,Kirton A,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/30284506/
30283341,"Electrical Spinal Stimulation, and Imagining of Lower Limb Movements to Modulate Brain-Spinal Connectomes That Control Locomotor-Like Behavior.",2018,2018,2018 Sep 19,Frontiers in physiology,Front Physiol,9,,1196,10.3389/fphys.2018.01196,PMC6157483,Gerasimenko Y; Sayenko D; Gad P; Kozesnik J; Moshonkina T; Grishin A; Pukhov A; Moiseev S; Gorodnichev R; Selionov V; Kozlovskaya I; Edgerton VR,12,Edgerton VR,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/30283341/
30283320,Low-Frequency rTMS and Intensive Occupational Therapy Improve Upper Limb Motor Function and Cortical Reorganization Assessed by Functional Near-Infrared Spectroscopy in a Subacute Stroke Patient.,2018,2018 May-Aug,2018 Aug 29,Case reports in neurology,Case Rep Neurol,10,2,223-231,10.1159/000492381,PMC6167707,Urushidani N; Kinoshita S; Okamoto T; Tamashiro H; Abo M,5,Abo M,Case Reports; Journal Article,False,False,False,False,False,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/30283320/
30283294,Effects of Non-invasive Neuromodulation on Executive and Other Cognitive Functions in Addictive Disorders: A Systematic Review.,2018,2018,2018 Sep 19,Frontiers in neuroscience,Front Neurosci,12,,642,10.3389/fnins.2018.00642,PMC6156514,Schluter RS; Daams JG; van Holst RJ; Goudriaan AE,4,Goudriaan AE,Journal Article,False,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30283294/
30282772,Imbalance of cortical facilitatory and inhibitory circuits underlies hyperexcitability in ALS.,2018,2018 Oct 30,2018 Oct 3,Neurology,Neurology,91,18,e1669-e1676,10.1212/WNL.0000000000006438,,Van den Bos MAJ; Higashihara M; Geevasinga N; Menon P; Kiernan MC; Vucic S,6,Vucic S,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30282772/
30281380,Anticipatory postural adjustments and spatial organization of motor cortex: evidence of adaptive compensations in healthy older adults.,2018,2018 Dec 1,2018 Oct 3,Journal of neurophysiology,J Neurophysiol,120,6,2796-2805,10.1152/jn.00428.2018,,Smith JA; Fisher BE,2,Fisher BE,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/30281380/
30281376,Effects of bilateral priming on motor cortex function in healthy adults.,2018,2018 Dec 1,2018 Oct 3,Journal of neurophysiology,J Neurophysiol,120,6,2858-2867,10.1152/jn.00472.2018,,Jordan HT; Stinear CM,2,Stinear CM,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/30281376/
30277963,"Commentary on ""Transcranial Direct-Current Stimulation on Motor Function in Pediatric Cerebral Palsy: A Systematic Review"".",2018,2018 Oct,,Pediatric physical therapy : the official publication of the Section on Pediatrics of the American Physical Therapy Association,Pediatr Phys Ther,30,4,302,10.1097/PEP.0000000000000546,,Kelly N; Heathcock JC,2,Heathcock JC,Journal Article; Comment,False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/30277963/
30275792,Repetitive Transcranial Magnetic Stimulation for Treatment of Depression in a Patient With Severe Traumatic Brain Injury.,2018,2018 Fall,,Ochsner journal,Ochsner J,18,3,264-267,10.31486/toj.17.0075,PMC6162118,Iliceto A; Seiler RL; Sarkar K,3,Sarkar K,Case Reports; Journal Article,False,False,False,False,False,master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/30275792/
30275625,Low-frequency Repetitive Transcranial Magnetic Stimulation for Treatment of Tourette Syndrome: A Naturalistic Study with 3 Months of Follow-up.,2018,2018 Sep-Oct,,Indian journal of psychological medicine,Indian J Psychol Med,40,5,482-486,10.4103/IJPSYM.IJPSYM_332_17,PMC6149295,Singh S; Kumar S; Kumar N; Verma R,4,Verma R,Case Reports; Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/30275625/
30269551,nTMS guidance of awake surgery for highly eloquent gliomas.,2018,2018 Oct,,Neurosurgical focus,Neurosurg Focus,45,VideoSuppl2,V9,10.3171/2018.10.FocusVid.1873,,Ille S; Gempt J; Meyer B; Krieg SM,4,Krieg SM,Case Reports; Journal Article; Video-Audio Media,False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/30269551/
30267851,Reproducibility and sources of interindividual variability in the responsiveness to prefrontal continuous theta burst stimulation (cTBS).,2018,2018 Nov 20,2018 Sep 26,Neuroscience letters,Neurosci Lett,687,,280-284,10.1016/j.neulet.2018.09.039,,Lowe CJ; Hall PA,2,Hall PA,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30267851/
30267020,Excitability regulation in the dorsomedial prefrontal cortex during sustained instructed fear responses: a TMS-EEG study.,2018,2018 Sep 28,2018 Sep 28,Scientific reports,Sci Rep,8,1,14506,10.1038/s41598-018-32781-9,PMC6162240,Gonzalez-Escamilla G; Chirumamilla VC; Meyer B; Bonertz T; von Grotthus S; Vogt J; Stroh A; Horstmann JP; Tüscher O; Kalisch R; Muthuraman M; Groppa S,12,Groppa S,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/30267020/
30266289,Rubber Hand Illusion survives Ventral Premotor area inhibition: A rTMS study.,2018,2018 Nov,2018 Sep 26,Neuropsychologia,Neuropsychologia,120,,18-24,10.1016/j.neuropsychologia.2018.09.017,,Peviani V; Magnani FG; Ciricugno A; Vecchi T; Bottini G,5,Bottini G,Journal Article,False,False,False,False,False,master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/30266289/
30264518,Repetitive transcranial magnetic stimulation therapy for motor recovery in Parkinson's disease: A Meta-analysis.,2018,2018 Nov,2018 Sep 28,Brain and behavior,Brain Behav,8,11,e01132,10.1002/brb3.1132,PMC6236247,Yang C; Guo Z; Peng H; Xing G; Chen H; McClure MA; He B; He L; Du F; Xiong L; Mu Q,11,Mu Q,Journal Article; Meta-Analysis; Systematic Review,True,False,True,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30264518/
30261247,Reduced motor cortex inhibition and a 'cognitive-first' prioritisation strategy for older adults during dual-tasking.,2018,2018 Nov,2018 Sep 24,Experimental gerontology,Exp Gerontol,113,,95-105,10.1016/j.exger.2018.09.018,PMC6263161,Corp DT; Youssef GJ; Clark RA; Gomes-Osman J; Yücel MA; Oldham SJ; Aldraiwiesh S; Rice J; Pascual-Leone A; Rogers MA,10,Rogers MA,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,False,False,False,False,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/30261247/
30253375,The utility and application of electrophysiological methods in the study of visual hallucinations.,2018,2018 Nov,2018 Sep 6,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,Clin Neurophysiol,129,11,2361-2371,10.1016/j.clinph.2018.08.019,,daSilva Morgan K; Elder GJ; Ffytche DH; Collerton D; Taylor JP,5,Taylor JP,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",True,False,False,False,False,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/30253375/
30253222,Repetitive Transcranial Magnetic Stimulation changes absolute theta power during cognitive/motor tasks.,2018,2018 Nov 20,2018 Sep 22,Neuroscience letters,Neurosci Lett,687,,77-81,10.1016/j.neulet.2018.09.036,,Di Giacomo J; Gongora M; Silva F; Vicente R; Arias-Carrion O; Orsini M; Teixeira S; Cagy M; Velasques B; Ribeiro P,10,Ribeiro P,Journal Article,False,False,False,False,False,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/30253222/
30252895,Effect of transcranial pulsed electromagnetic fields (T-PEMF) on functional rate of force development and movement speed in persons with Parkinson's disease: A randomized clinical trial.,2018,2018,2018 Sep 25,PloS one,PLoS One,13,9,e0204478,10.1371/journal.pone.0204478,PMC6155540,Malling ASB; Morberg BM; Wermuth L; Gredal O; Bech P; Jensen BR,6,Jensen BR,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",False,False,False,False,True,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/30252895/
30250427,Investigating Stimulation Protocols for Language Mapping by Repetitive Navigated Transcranial Magnetic Stimulation.,2018,2018,2018 Sep 10,Frontiers in behavioral neuroscience,Front Behav Neurosci,12,,197,10.3389/fnbeh.2018.00197,PMC6139335,Sollmann N; Fuss-Ruppenthal S; Zimmer C; Meyer B; Krieg SM,5,Krieg SM,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30250427/
30249803,The Motor Network Reduces Multisensory Illusory Perception.,2018,2018 Nov 7,2018 Sep 24,The Journal of neuroscience : the official journal of the Society for Neuroscience,J Neurosci,38,45,9679-9688,10.1523/JNEUROSCI.3650-17.2018,PMC6595990,Murakami T; Abe M; Wiratman W; Fujiwara J; Okamoto M; Mizuochi-Endo T; Iwabuchi T; Makuuchi M; Yamashita A; Tiksnadi A; Chang FY; Kubo H,16,Ugawa Y,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/30249803/
30245641,"Response and Remission Rates Following High-Frequency vs. Low-Frequency Repetitive Transcranial Magnetic Stimulation (rTMS) Over Right DLPFC for Treating Major Depressive Disorder (MDD): A Meta-Analysis of Randomized, Double-Blind Trials.",2018,2018,2018 Sep 7,Frontiers in psychiatry,Front Psychiatry,9,,413,10.3389/fpsyt.2018.00413,PMC6137236,Cao X; Deng C; Su X; Guo Y,4,Guo Y,Journal Article,False,False,False,False,False,clinical_depression_protocols; dosing_protocol_variants; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30245641/
30245305,Action-related dynamic changes in inferior frontal cortex effective connectivity: A TMS/EEG coregistration study.,2018,2018 Nov,2018 Aug 27,Cortex; a journal devoted to the study of the nervous system and behavior,Cortex,108,,193-209,10.1016/j.cortex.2018.08.004,,Zanon M; Borgomaneri S; Avenanti A,3,Avenanti A,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/30245305/
30245162,Intermittent theta burst stimulation induced seizure in a child with schizophrenia: A case report.,2018,2018 Nov-Dec,2018 Sep 18,Brain stimulation,Brain Stimul,11,6,1415-1416,10.1016/j.brs.2018.09.008,,Purushotham A; Sinha VK; Goyal N; Tikka SK,4,Tikka SK,Letter,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/30245162/
30245161,Rate of inadvertently induced seizures with deep repetitive transcranial magnetic stimulation.,2018,2018 Nov-Dec,2018 Sep 7,Brain stimulation,Brain Stimul,11,6,1410-1414,10.1016/j.brs.2018.09.001,,Tendler A; Roth Y; Zangen A,3,Zangen A,Letter,False,False,False,False,False,master_tms_not_animal_only; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/30245161/
30243883,Inhibitory and facilitatory connections from dorsolateral prefrontal to primary motor cortex in healthy humans at rest-An rTMS study.,2018,2018 Nov 20,2018 Sep 19,Neuroscience letters,Neurosci Lett,687,,82-87,10.1016/j.neulet.2018.09.032,,Cao N; Pi Y; Liu K; Meng H; Wang Y; Zhang J; Wu Y; Tan X,8,Tan X,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30243883/
30242132,Movement kinematics drive chain selection toward intention detection.,2018,2018 Oct 9,2018 Sep 21,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,115,41,10452-10457,10.1073/pnas.1809825115,PMC6187161,Soriano M; Cavallo A; D'Ausilio A; Becchio C; Fadiga L,5,Fadiga L,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/30242132/
30240945,Decline of auditory-motor speech processing in older adults with hearing loss.,2018,2018 Dec,2018 Jul 29,Neurobiology of aging,Neurobiol Aging,72,,89-97,10.1016/j.neurobiolaging.2018.07.013,,Panouillères MTN; Möttönen R,2,Möttönen R,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,master_tms_not_animal_only; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/30240945/
30240526,Improving decision-making and cognitive impulse control in bulimia nervosa by rTMS: An ancillary randomized controlled study.,2018,2018 Sep,2018 Sep 21,The International journal of eating disorders,Int J Eat Disord,51,9,1103-1106,10.1002/eat.22942,,Guillaume S; Gay A; Jaussent I; Sigaud T; Billard S; Attal J; Seneque M; Galusca B; Thiebaut S; Massoubre C; Courtet P,11,Courtet P,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",False,False,False,False,True,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30240526/
30233417,Intermediate Muscle Length and Tendon Vibration Optimize Corticospinal Excitability During Knee Extensors Local Vibration.,2018,2018,2018 Sep 5,Frontiers in physiology,Front Physiol,9,,1266,10.3389/fphys.2018.01266,PMC6134995,Souron R; Oriol M; Millet GY; Lapole T,4,Lapole T,Journal Article,False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/30233417/
30233346,Bilateral Transcranial Magnetic Stimulation on DLPFC Changes Resting State Networks and Cognitive Function in Patients With Bipolar Depression.,2018,2018,2018 Sep 5,Frontiers in human neuroscience,Front Hum Neurosci,12,,356,10.3389/fnhum.2018.00356,PMC6135217,Kazemi R; Rostami R; Khomami S; Baghdadi G; Rezaei M; Hata M; Aoki Y; Ishii R; Iwase M; Fitzgerald PB,10,Fitzgerald PB,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30233346/
30230624,Neurobiology of placebo effect in Parkinson's disease: What we have learned and where we are going.,2018,2018 Aug,,Movement disorders : official journal of the Movement Disorder Society,Mov Disord,33,8,1213-1227,10.1002/mds.27438,,Quattrone A; Barbagallo G; Cerasa A; Stoessl AJ,4,Stoessl AJ,Journal Article; Meta-Analysis; Systematic Review,True,False,True,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; patient_experience_adherence_state,https://pubmed.ncbi.nlm.nih.gov/30230624/
30227895,The impact of transcranial magnetic stimulation on diagnostic confidence in patients with Alzheimer disease.,2018,2018 Sep 18,2018 Sep 18,Alzheimer's research & therapy,Alzheimers Res Ther,10,1,94,10.1186/s13195-018-0423-6,PMC6145195,Benussi A; Alberici A; Ferrari C; Cantoni V; Dell'Era V; Turrone R; Cotelli MS; Binetti G; Paghera B; Koch G; Padovani A; Borroni B,12,Borroni B,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/30227895/
30225597,Migraine Aura Without Headache [corrected].,2018,2018 Sep 17,2018 Sep 17,Current pain and headache reports,Curr Pain Headache Rep,22,11,77,10.1007/s11916-018-0725-1,,Shah DR; Dilwali S; Friedman DI,3,Friedman DI,Journal Article; Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/30225597/
30223234,Eccentric cross-exercise after anterior cruciate ligament reconstruction: Novel case series to enhance neuroplasticity.,2018,2018 Nov,2018 Sep 5,Physical therapy in sport : official journal of the Association of Chartered Physiotherapists in Sports Medicine,Phys Ther Sport,34,,55-65,10.1016/j.ptsp.2018.08.010,,Lepley LK; Grooms DR; Burland JP; Davi SM; Mosher JL; Cormier ML; Lepley AS,7,Lepley AS,Journal Article,False,False,False,False,False,master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30223234/
30219485,Effects of low- and high-frequency repetitive transcranial magnetic stimulation on long-latency auditory evoked potentials.,2018,2018 Nov 1,2018 Sep 13,Neuroscience letters,Neurosci Lett,686,,198-204,10.1016/j.neulet.2018.09.002,,Nathou C; Duprey E; Simon G; Razafimandimby A; Leroux E; Dollfus S; Etard O,7,Etard O,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,https://pubmed.ncbi.nlm.nih.gov/30219485/
30218611,Verbal working memory modulates afferent circuits in motor cortex.,2018,2018 Nov,2018 Oct 6,The European journal of neuroscience,Eur J Neurosci,48,10,3117-3125,10.1111/ejn.14154,PMC6367019,Suzuki LY; Meehan SK,2,Meehan SK,"Journal Article; Research Support, N.I.H., Extramural",False,False,False,False,False,master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/30218611/
30216757,"An optimal protocol for measurement of corticospinal excitability, short intracortical inhibition and intracortical facilitation in the rectus femoris.",2018,2018 Nov 15,2018 Sep 5,Journal of the neurological sciences,J Neurol Sci,394,,45-56,10.1016/j.jns.2018.09.001,,Brownstein CG; Ansdell P; Škarabot J; Howatson G; Goodall S; Thomas K,6,Thomas K,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30216757/
30215008,Static magnetic field stimulation applied over the cervical spinal cord can decrease corticospinal excitability in finger muscle.,2018,2018,2018 Feb 23,Clinical neurophysiology practice,Clin Neurophysiol Pract,3,,49-53,10.1016/j.cnp.2018.02.001,PMC6133779,Nakagawa K; Nakazawa K,2,Nakazawa K,Journal Article,False,False,False,False,False,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30215008/
30214406,"Physical Activity, Nutrition, Cognition, Neurophysiology, and Short-Time Synaptic Plasticity in Healthy Older Adults: A Cross-Sectional Study.",2018,2018,2018 Aug 30,Frontiers in aging neuroscience,Front Aging Neurosci,10,,242,10.3389/fnagi.2018.00242,PMC6125692,Schättin A; Gennaro F; Egloff M; Vogt S; de Bruin ED,5,de Bruin ED,Journal Article,False,False,False,False,False,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30214406/
30208372,Targeting Withdrawal Symptoms in Men Addicted to Methamphetamine With Transcranial Magnetic Stimulation: A Randomized Clinical Trial.,2018,2018 Nov 1,,JAMA psychiatry,JAMA Psychiatry,75,11,1199-1201,10.1001/jamapsychiatry.2018.2383,PMC6583874,Liang Y; Wang L; Yuan TF,3,Yuan TF,"Letter; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",False,False,False,False,True,master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30208372/
30207863,Operant conditioning of the tibialis anterior motor evoked potential in people with and without chronic incomplete spinal cord injury.,2018,2018 Dec 1,2018 Sep 12,Journal of neurophysiology,J Neurophysiol,120,6,2745-2760,10.1152/jn.00362.2018,PMC6337029,Thompson AK; Cote RH; Sniffen JM; Brangaccio JA,4,Brangaccio JA,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30207863/
30207862,Vestibular and corticospinal control of human body orientation in the gravitational field.,2018,2018 Dec 1,2018 Sep 12,Journal of neurophysiology,J Neurophysiol,120,6,3026-3041,10.1152/jn.00483.2018,PMC6337031,Zhang L; Feldman AG; Levin MF,3,Levin MF,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/30207862/
30207219,"Cellular, Molecular and Non-Pharmacological Therapeutic Advances for the Treatment of Parkinson's Disease: Separating Hope from Hype.",2018,2018,,Current gene therapy,Curr Gene Ther,18,4,206-224,10.2174/1566523218666180910163401,,Ghamgosha M; Latifi AM; Meftahi GH; Mohammadi A,4,Mohammadi A,"Journal Article; Research Support, Non-U.S. Gov't; Review",True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30207219/
30205950,Meditation-induced modulation of brain response to transcranial magnetic stimulation.,2018,2018 Nov-Dec,2018 Sep 1,Brain stimulation,Brain Stimul,11,6,1397-1400,10.1016/j.brs.2018.08.018,,Bodart O; Fecchio M; Massimini M; Wannez S; Virgillito A; Casarotto S; Rosanova M; Lutz A; Ricard M; Laureys S; Gosseries O,11,Gosseries O,Letter,False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/30205950/
30198476,The Case: Medically Disabled or Malingering?,2018,2018 Oct,,Cambridge quarterly of healthcare ethics : CQ : the international journal of healthcare ethics committees,Camb Q Healthc Ethics,27,4,738,10.1017/S0963180118000233,,,0,,Case Reports; Journal Article,False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/30198476/
30195825,Spread of activity following TMS is related to intrinsic resting connectivity to the salience network: A concurrent TMS-fMRI study.,2018,2018 Nov,2018 Jul 30,Cortex; a journal devoted to the study of the nervous system and behavior,Cortex,108,,160-172,10.1016/j.cortex.2018.07.010,,Hawco C; Voineskos AN; Steeves JKE; Dickie EW; Viviano JD; Downar J; Blumberger DM; Daskalakis ZJ,8,Daskalakis ZJ,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/30195825/
30195122,Assessment of neuroplasticity in late-life depression with transcranial magnetic stimulation.,2018,2018 Oct,2018 Aug 31,Journal of psychiatric research,J Psychiatr Res,105,,63-70,10.1016/j.jpsychires.2018.08.022,PMC6169797,Bhandari A; Lissemore JI; Rajji TK; Mulsant BH; Cash RFH; Noda Y; Zomorrodi R; Karp JF; Lenze EJ; Reynolds CF 3rd; Daskalakis ZJ; Blumberger DM,12,Blumberger DM,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,False,False,False,False,master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/30195122/
